id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at                 COUNT(1)  
4265        Michaela    Dibbert     female      na          34              80          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4271        Alva        Wintheiser  male        democrat    19              44          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4275        Celestino   Russel      female      democrat    14              49          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4280        Elmo        Stanton     male        independen  33              71          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4281        Johan       Streich     male        democrat    16              76          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
4282        Justine     Effertz     female      independen  3               25          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4285        Chauncey    Bode        female      republican  8               80          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
4291        Jany        Dickens     male        democrat    21              34          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4292        Eulah       Gusikowski  male        democrat    21              41          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4293        Braeden     Schaefer    female      democrat    23              39          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
4295        Jazlyn      Hilpert     female      republican  7               82          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
4298        Maiya       Sanford     female      republican  8               36          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
4299        Marianna    Jacobs      male        republican  19              51          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
4301        Orin        Gleason     female      green       17              27          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
